TSNE-1,TSNE-2,Target
-10.271485,-72.22185,Graduate
-10.944202,-78.90528,Graduate
15.237871,-26.292068,Enrolled
15.652831,-33.726917,Graduate
-52.14748,24.51951,Graduate
-24.224176,17.670393,Enrolled
-49.777237,-48.52839,Dropout
24.616348,-24.964996,Dropout
-56.718735,46.49728,Dropout
20.024729,-51.21002,Dropout
-9.419711,-51.888622,Dropout
12.4801035,1.977119,Dropout
-58.635162,45.836266,Dropout
27.95048,69.48589,Dropout
-34.50021,9.698043,Dropout
-44.75831,-47.190834,Dropout
20.401602,-58.848278,Graduate
-22.347706,55.320206,Dropout
-54.291477,0.7618506,Dropout
5.4360805,-6.1290016,Graduate
-13.574514,15.79871,Graduate
-2.5069318,-1.053656,Graduate
4.254505,31.534039,Dropout
6.682041,55.190556,Graduate
7.7134542,-16.4199,Enrolled
-7.1361923,-1.0325328,Graduate
-9.916604,-25.10069,Graduate
-8.836421,-22.51686,Dropout
-21.397717,-6.697813,Dropout
-3.5484128,-6.6250067,Graduate
28.625639,75.01044,Dropout
-0.7048639,-29.296541,Graduate
-3.564497,20.400639,Graduate
-35.98221,8.89069,Dropout
-35.872158,9.77491,Dropout
6.8001657,-24.68619,Graduate
13.137208,51.545967,Graduate
-10.664644,-67.79625,Graduate
-2.300907,-37.21581,Graduate
1.5582999,-21.569632,Graduate
37.968044,-28.956259,Graduate
-1.1686784,-45.444347,Graduate
-22.376131,11.866818,Dropout
-13.829734,-28.206705,Graduate
-19.891815,49.99535,Dropout
16.379154,34.18597,Graduate
22.120832,78.84339,Dropout
-13.852084,-42.04047,Graduate
9.41556,57.383945,Graduate
-8.383044,-15.740113,Enrolled
-6.984259,-7.4907537,Graduate
-29.983187,-22.369068,Dropout
20.573318,-28.630898,Graduate
-18.44184,59.842358,Graduate
14.000015,-10.752561,Graduate
-27.835762,-29.192753,Dropout
37.513847,-16.845385,Graduate
6.48124,-63.801895,Dropout
10.82537,-38.19248,Graduate
46.775608,-43.045532,Enrolled
-10.644267,16.196594,Dropout
-14.636601,-18.61825,Graduate
20.146938,3.75726,Graduate
-37.158928,31.149614,Dropout
-39.424397,63.148685,Graduate
-22.879747,3.7536423,Dropout
-48.80907,-30.585781,Graduate
0.52889234,34.23823,Dropout
-39.823196,27.284103,Dropout
24.749454,76.81452,Graduate
-51.71069,36.565346,Graduate
-42.85082,60.74589,Graduate
-28.619001,34.65752,Graduate
-11.443171,-79.10926,Dropout
-53.014103,6.528456,Dropout
-39.145847,62.44977,Enrolled
-12.826899,-29.113947,Graduate
-17.11692,52.581787,Dropout
-45.458515,31.187975,Enrolled
-21.122236,2.0140913,Enrolled
-9.749188,7.2764835,Dropout
49.906067,-49.355045,Enrolled
-6.8323693,-20.298811,Graduate
-15.571603,58.81426,Graduate
-45.398098,19.91614,Dropout
36.206985,21.333517,Enrolled
29.645052,-15.383195,Graduate
-51.49143,6.856571,Dropout
24.311964,79.94726,Enrolled
-3.9194381,-42.508038,Enrolled
-42.339664,60.170677,Dropout
35.946117,-27.640528,Graduate
14.272738,-34.282757,Graduate
-55.221134,9.368883,Enrolled
-21.474495,54.658943,Dropout
-13.737149,-23.113718,Graduate
-1.2750703,-35.84723,Graduate
25.927242,-4.024161,Graduate
5.1051936,19.917957,Dropout
5.5811386,32.133823,Graduate
-23.903215,3.90211,Dropout
-27.747528,32.01383,Graduate
-36.39535,24.667984,Dropout
27.288988,69.71103,Graduate
58.30159,-39.539974,Dropout
35.64621,25.47512,Dropout
17.036377,-53.272552,Dropout
-10.502459,-48.14169,Graduate
41.167538,-28.42597,Graduate
-31.97557,-28.946367,Graduate
3.1116095,22.961348,Dropout
7.0338984,28.278887,Dropout
-1.9984329,53.593376,Graduate
32.64267,22.772125,Graduate
-4.758934,-15.141857,Enrolled
42.65529,3.032075,Graduate
27.250975,65.397644,Graduate
-35.109962,27.42131,Dropout
-56.663403,46.371613,Dropout
0.91327935,35.141,Dropout
18.188618,-0.83877635,Enrolled
6.395209,30.674013,Graduate
-36.331207,63.299263,Dropout
-58.74542,7.0789456,Dropout
-48.008396,28.20106,Graduate
-44.16215,33.274166,Graduate
-31.460144,16.418589,Enrolled
-50.992928,7.05738,Graduate
-50.870678,18.321672,Graduate
-61.044483,9.02797,Dropout
6.0349717,50.234158,Graduate
6.6148496,36.629894,Dropout
-44.528336,35.42203,Enrolled
-5.296388,-40.48852,Graduate
-44.48313,34.126854,Enrolled
-28.600746,-17.505276,Dropout
19.591347,-6.2833843,Graduate
17.973288,42.023304,Graduate
-4.537988,0.713333,Dropout
11.804334,28.177778,Dropout
-2.6383872,14.139404,Dropout
16.044796,13.427459,Graduate
41.405537,18.395966,Graduate
42.351807,2.5241377,Dropout
32.600525,77.29174,Graduate
-16.714508,58.72681,Graduate
-27.98008,35.21486,Graduate
43.999348,-14.386276,Enrolled
42.78144,48.41403,Enrolled
26.955046,-14.302796,Graduate
10.901949,23.823374,Dropout
-50.748848,-48.346066,Dropout
42.471718,-46.59202,Dropout
-3.6781695,20.477404,Graduate
-20.647547,-31.375572,Graduate
39.68042,2.799602,Dropout
26.574938,-1.5981731,Graduate
-13.631081,-74.92486,Graduate
17.245007,47.066914,Graduate
1.5184215,-18.458645,Graduate
32.435226,-14.634593,Graduate
6.1252933,-33.194214,Graduate
17.981064,-16.71903,Graduate
-18.951355,-28.54467,Graduate
1.5408186,-42.11994,Dropout
-20.41152,-33.531986,Graduate
-7.5587616,-9.094176,Graduate
-28.000343,-37.39485,Dropout
25.95915,34.964653,Graduate
-50.61416,-46.455025,Dropout
42.319405,-31.451487,Graduate
8.07083,-24.961836,Graduate
29.328936,76.63081,Graduate
39.494995,21.679142,Graduate
-9.567323,-13.6872015,Graduate
-0.39583987,-26.853743,Graduate
19.156946,8.765105,Dropout
22.329826,13.527813,Graduate
50.829445,-47.649433,Graduate
7.9434605,-32.87635,Graduate
19.508312,-59.156036,Graduate
-25.298325,-33.759453,Graduate
-1.7872881,-20.685234,Enrolled
-11.514711,-41.302807,Graduate
32.878235,1.9053013,Graduate
-5.25137,-8.00902,Dropout
42.76664,-23.929773,Enrolled
-13.882663,7.15676,Dropout
16.219707,-1.0919342,Graduate
33.91251,2.6158252,Graduate
33.826363,21.732998,Enrolled
13.118206,-53.163933,Graduate
-14.144369,-75.52189,Graduate
-36.04726,59.797268,Graduate
-14.704883,-73.61583,Graduate
51.2842,-43.61813,Graduate
11.733803,41.731945,Dropout
46.948013,9.642583,Dropout
-9.943141,-71.12896,Graduate
4.62637,-13.086063,Graduate
0.48362654,-14.434047,Graduate
-10.066646,19.043547,Graduate
2.194544,-34.49701,Graduate
44.41316,-6.3108034,Dropout
33.839844,66.1955,Graduate
-0.54749966,-34.478386,Graduate
1.2359467,-20.809704,Graduate
13.8752775,-8.517818,Dropout
-2.4388402,-27.080719,Graduate
-58.48556,46.437576,Dropout
4.778416,-9.357282,Graduate
19.643576,49.74983,Dropout
-12.54718,8.573906,Dropout
-26.558655,33.681953,Graduate
12.861026,-5.088383,Graduate
-9.562298,-2.5761492,Enrolled
13.931903,47.15968,Dropout
-16.38474,-73.31182,Graduate
24.99077,-12.785312,Graduate
3.418508,-11.995652,Graduate
6.898915,-30.713884,Graduate
13.665435,-6.909233,Graduate
31.58191,77.85769,Graduate
-3.648619,-15.656521,Enrolled
38.885937,15.988716,Graduate
18.533615,-37.793415,Graduate
0.15502998,-44.015205,Graduate
7.1971703,52.906868,Dropout
-15.766663,-17.126749,Dropout
-2.471533,18.232054,Dropout
7.234002,-25.217188,Graduate
-48.392185,-48.31311,Graduate
7.0483403,-30.124866,Graduate
25.220757,21.39442,Enrolled
10.392964,-4.2533245,Graduate
20.919083,-22.173058,Graduate
-0.5283735,18.43074,Dropout
-7.810418,-17.823408,Graduate
-16.841793,-46.121857,Graduate
13.255268,-21.353308,Enrolled
-11.777885,14.450949,Enrolled
2.9744427,-1.7157274,Graduate
6.108794,-44.542446,Dropout
31.629873,-31.547987,Graduate
22.034376,-51.88912,Dropout
45.34612,-16.327965,Graduate
-28.226795,13.767031,Dropout
-28.540245,18.319983,Dropout
-14.109996,-16.58201,Graduate
1.8998755,-48.079567,Graduate
3.5356984,-32.928318,Graduate
32.38672,4.2474804,Dropout
-18.042995,8.476254,Dropout
-0.34432966,-26.922102,Enrolled
-2.190884,47.904453,Enrolled
22.315222,-30.058401,Graduate
-11.616603,24.938131,Dropout
10.627355,26.38727,Dropout
46.96456,-20.746815,Graduate
13.108188,46.242336,Dropout
25.534098,-53.079792,Graduate
30.041983,73.68385,Graduate
52.769333,-48.2985,Graduate
1.1902839,-31.47928,Enrolled
-21.87781,33.23668,Enrolled
0.96718633,-22.355986,Graduate
-8.911256,-28.432024,Graduate
-19.112314,15.008647,Dropout
2.2028759,-14.826215,Graduate
-27.551712,-6.008837,Enrolled
-4.9262314,-24.335157,Graduate
17.984146,-35.917664,Enrolled
36.56238,-16.768795,Graduate
4.7935534,-8.13523,Graduate
24.253323,75.119415,Graduate
-8.131729,-48.2346,Graduate
-2.8155892,-30.337671,Graduate
-22.241606,57.825294,Graduate
-29.087957,13.896562,Graduate
-21.011747,-23.981438,Graduate
-75.139565,24.291357,Graduate
43.348526,-18.759108,Graduate
7.7197566,9.04073,Graduate
-22.54786,-21.842907,Enrolled
3.1456716,-18.62852,Graduate
-20.28288,8.93519,Dropout
19.839252,72.58006,Dropout
43.53085,-21.84913,Graduate
6.5459676,-23.114828,Dropout
24.000435,-61.794468,Graduate
27.20927,7.7239103,Graduate
-15.957546,-73.08954,Graduate
-16.555845,-77.421715,Enrolled
27.589153,19.29369,Dropout
-9.122505,0.17553453,Graduate
-23.895706,-28.809837,Enrolled
-2.9383638,31.635105,Graduate
-11.400846,19.031738,Enrolled
-20.488934,31.758327,Graduate
11.423183,-20.61821,Enrolled
12.360624,-4.364298,Graduate
-48.55088,-48.25448,Graduate
-13.34003,21.589766,Dropout
34.548683,-12.555651,Enrolled
11.815664,-8.973302,Enrolled
42.61888,-17.629936,Graduate
-22.58659,-18.521667,Enrolled
-18.998032,-9.894923,Dropout
10.198994,-59.970177,Graduate
-69.057434,-17.696024,Graduate
-27.856321,-26.034521,Graduate
-55.108597,6.772521,Graduate
-32.73582,62.99124,Enrolled
47.887558,-14.234995,Graduate
-41.328697,63.36757,Graduate
-35.552174,7.4654703,Dropout
12.854967,45.80583,Graduate
-16.872099,56.74495,Dropout
-3.0412443,-6.5354,Graduate
44.841576,10.47861,Dropout
-2.0754275,-20.634445,Graduate
-31.310364,-20.777292,Graduate
21.516306,-60.14541,Graduate
4.520778,28.766813,Dropout
-23.363308,37.772488,Enrolled
-2.8521242,-2.6992052,Graduate
13.727304,-54.08715,Dropout
12.408259,-37.462696,Graduate
74.56944,-10.973278,Graduate
-37.22958,59.52774,Dropout
-9.089862,-23.561369,Graduate
-51.736713,36.542187,Dropout
29.802744,5.4404335,Graduate
48.39362,-18.322657,Graduate
18.4226,49.92986,Dropout
6.741607,-35.118385,Enrolled
16.037256,-32.77027,Graduate
-15.290361,58.88814,Enrolled
-23.36729,-24.542486,Dropout
-10.001359,-2.6322696,Graduate
10.061879,-3.7607296,Graduate
-17.332817,51.6662,Dropout
-9.884761,-71.12029,Graduate
-14.859448,18.023586,Graduate
14.706441,49.932697,Graduate
-1.234502,56.96841,Graduate
-4.4304743,-8.369593,Enrolled
-20.114693,50.489307,Dropout
-2.5451167,-13.131098,Dropout
14.803863,-2.2715251,Graduate
18.403795,44.787666,Graduate
10.554351,-3.2162187,Graduate
-57.11769,12.686716,Graduate
-40.91912,17.50378,Dropout
-11.852956,-61.30193,Graduate
8.028048,28.553417,Dropout
-18.697657,56.87909,Graduate
0.7436687,51.16034,Graduate
-55.448627,10.657003,Enrolled
-20.633928,49.260544,Dropout
-39.840893,17.189896,Dropout
18.070065,30.492023,Dropout
26.847841,-30.903606,Enrolled
-45.199615,60.077644,Graduate
-13.367338,-5.674458,Graduate
18.884655,-62.906937,Enrolled
17.22598,-11.948383,Graduate
16.812351,-47.879135,Graduate
24.886757,80.75677,Graduate
15.822681,-21.204193,Graduate
-22.428894,-31.540564,Graduate
-6.6842465,22.262043,Dropout
3.1893623,-18.620901,Graduate
-62.65165,8.771193,Dropout
-62.110287,10.942047,Graduate
43.365173,-19.222536,Graduate
22.3081,-41.353027,Graduate
-24.79458,-18.228024,Graduate
24.733902,-39.12808,Graduate
52.678658,-51.285183,Graduate
18.663277,48.559834,Enrolled
23.128515,-34.406242,Graduate
14.975066,-1.5999907,Graduate
-19.926123,58.939827,Graduate
13.983677,-19.027138,Graduate
-11.474247,-74.420425,Graduate
-23.121237,34.649723,Dropout
-10.353628,-73.538994,Graduate
-6.9530816,7.6493154,Dropout
28.219534,73.537285,Graduate
6.475259,2.3738546,Dropout
-29.978886,24.197657,Dropout
-41.541824,12.653948,Dropout
-52.158264,2.8234227,Enrolled
35.282784,64.444626,Graduate
-36.094604,32.02647,Dropout
-46.952938,21.541876,Dropout
15.945519,-32.97774,Graduate
-16.89837,12.142178,Dropout
14.699722,41.942596,Enrolled
-18.52865,-43.25185,Dropout
9.506233,9.870125,Graduate
-15.864636,-39.57523,Graduate
-49.30637,-47.723373,Graduate
24.977629,-41.448353,Graduate
29.513853,10.024131,Enrolled
-39.06198,60.95506,Dropout
23.02886,-31.207907,Graduate
39.164,-24.321415,Graduate
20.484041,-59.81153,Graduate
28.649664,3.9090884,Graduate
30.682436,-13.550047,Graduate
-31.227457,6.2504234,Dropout
-11.605611,11.123962,Dropout
-46.487854,30.386396,Graduate
1.803303,-25.450245,Graduate
-12.281456,-71.84109,Graduate
-8.935464,-13.1143675,Graduate
1.9825978,-34.81851,Graduate
-12.983256,40.64069,Enrolled
-19.963942,2.5586061,Dropout
-10.116565,-42.011013,Enrolled
-28.595488,-24.44422,Graduate
-45.98805,18.791956,Dropout
-46.655544,16.96888,Dropout
10.599909,44.11336,Graduate
4.403945,-28.880857,Graduate
50.515823,-44.02795,Graduate
-42.790283,20.520067,Dropout
-23.058279,38.788357,Enrolled
15.324681,-41.294224,Graduate
73.09671,-10.540419,Graduate
46.685516,-21.576702,Graduate
42.649773,-43.793232,Dropout
9.55072,-3.28103,Graduate
-1.9330492,-20.682108,Graduate
24.514833,-17.534447,Dropout
9.252563,-27.16275,Enrolled
16.985472,-34.51494,Graduate
7.015564,22.384142,Graduate
5.2035117,-11.35802,Graduate
7.69841,-27.664307,Enrolled
-9.9303255,-25.141691,Graduate
26.753677,69.576965,Dropout
73.91139,-9.499814,Graduate
-35.506966,18.265053,Dropout
-58.72847,10.950275,Dropout
5.232321,26.79384,Dropout
-24.321384,-1.0374291,Dropout
-15.189425,34.63091,Graduate
-4.611106,-13.627288,Enrolled
9.307994,5.11278,Dropout
42.1711,-45.870117,Dropout
23.749058,64.18854,Graduate
40.988995,25.194708,Graduate
0.72341275,-44.796947,Graduate
40.413322,-26.550882,Graduate
15.808189,48.323757,Graduate
44.73145,-25.357151,Graduate
-11.845797,-31.344568,Graduate
45.49233,-21.65838,Graduate
16.36698,47.44743,Graduate
31.978,-0.5318474,Graduate
-7.6331215,-48.499023,Graduate
49.02204,16.56326,Dropout
-5.316025,-9.978831,Enrolled
2.098502,-34.434464,Graduate
31.869476,7.0756373,Enrolled
48.535343,-51.542778,Dropout
1.4494389,-9.990347,Dropout
13.09241,-22.091896,Graduate
-24.51698,-43.869343,Graduate
9.538883,-22.434212,Enrolled
52.50311,-51.82744,Graduate
-17.652325,-72.811104,Graduate
45.439774,7.50478,Enrolled
-3.2225828,-32.55111,Graduate
30.477226,6.973138,Enrolled
-28.601118,17.23787,Dropout
23.832874,-61.85985,Graduate
25.739475,17.557322,Enrolled
43.401325,-23.576967,Graduate
16.497538,-9.829126,Graduate
0.29743102,13.135591,Dropout
20.773832,-39.60873,Enrolled
0.42145166,-14.378336,Graduate
11.380698,-22.967148,Enrolled
18.09458,-12.447261,Enrolled
-28.419327,-37.644077,Enrolled
-1.7484318,-4.5225377,Dropout
-10.233038,-31.17035,Graduate
29.13159,-35.760033,Graduate
48.68206,-46.188675,Graduate
22.622217,3.9905243,Graduate
-13.232867,-22.812592,Graduate
-32.20061,13.10233,Dropout
39.350773,-10.790334,Graduate
30.393139,-10.280055,Graduate
42.95845,-17.021788,Enrolled
18.433125,49.96902,Enrolled
-49.217705,4.68676,Graduate
-8.100991,21.455038,Graduate
41.317802,-17.208706,Graduate
18.826488,-19.56308,Graduate
-8.618549,13.487579,Dropout
23.309902,-34.366676,Enrolled
26.134731,10.862272,Enrolled
6.423297,22.635628,Dropout
-60.392937,3.0063465,Dropout
-20.67563,12.49458,Dropout
-25.679403,8.0516815,Dropout
30.866096,-5.5581446,Dropout
17.357096,-61.27724,Graduate
-18.041553,4.671864,Dropout
21.179316,65.18529,Graduate
6.811418,-9.819244,Graduate
3.2360892,39.34584,Dropout
23.316355,-9.752846,Dropout
-15.561574,-71.502556,Graduate
-34.19579,-20.694628,Dropout
16.414377,43.49427,Graduate
11.774345,44.076366,Graduate
7.735748,-12.910753,Graduate
17.229786,-30.834854,Graduate
-5.571071,-40.01418,Graduate
-21.885221,49.95484,Dropout
-11.421632,16.503464,Dropout
-34.9107,-20.594954,Enrolled
-14.560001,17.834661,Graduate
-16.508148,-2.0874922,Dropout
17.924623,-29.048727,Dropout
35.574913,25.023788,Graduate
-23.601873,6.620025,Dropout
-9.475967,59.45688,Graduate
-13.718324,-10.984227,Graduate
9.585701,-16.789429,Graduate
-10.967483,-7.927611,Dropout
16.349224,18.555737,Dropout
34.684204,-22.7176,Graduate
-12.556336,-65.846245,Dropout
25.02495,-15.552933,Enrolled
8.59673,-25.102993,Graduate
24.141376,-5.966745,Graduate
-16.011038,14.861851,Dropout
25.981188,-29.227737,Graduate
46.550526,-46.670307,Graduate
9.243378,-19.095781,Graduate
21.943306,-10.162388,Enrolled
23.000126,74.19392,Graduate
-54.07703,10.836349,Graduate
-6.7055426,-8.331779,Graduate
-6.023859,23.387016,Enrolled
0.808078,-30.522333,Graduate
22.107588,13.503815,Graduate
54.298634,-49.006626,Graduate
-49.065865,-18.17283,Dropout
-66.363945,-17.513596,Dropout
1.9367046,-25.420076,Graduate
-3.9760287,-48.394047,Enrolled
7.753312,26.459305,Dropout
-28.221176,-19.521137,Graduate
-55.530914,6.557131,Dropout
10.339553,-34.674866,Graduate
-47.858128,-18.392044,Graduate
-9.567198,-39.11333,Enrolled
40.39798,-14.006461,Graduate
20.672983,10.986925,Graduate
41.027203,-48.051052,Dropout
-1.1705073,-16.192091,Graduate
6.5319304,-57.21775,Graduate
-9.078573,-12.962156,Dropout
13.848003,-58.521492,Dropout
44.561405,-25.35881,Enrolled
31.760859,-31.73946,Graduate
-6.9134226,-14.515463,Graduate
5.654549,-30.834566,Enrolled
-13.628052,17.969656,Graduate
21.91493,25.36929,Graduate
7.408718,23.178265,Enrolled
-45.52535,-8.136202,Enrolled
-6.6672573,-51.399082,Graduate
45.940247,-23.428429,Graduate
52.317596,-42.119854,Dropout
42.939445,-22.483437,Enrolled
39.286877,-12.771183,Graduate
7.25464,-25.284353,Enrolled
-65.83232,-17.715363,Dropout
75.05062,-12.12281,Enrolled
-39.975246,33.03221,Graduate
6.7947783,-18.461048,Graduate
27.49172,1.4380165,Graduate
47.26035,-40.80294,Graduate
1.1464703,58.503185,Graduate
-12.557163,-68.5314,Graduate
-34.09327,17.260756,Dropout
-25.070755,38.11537,Graduate
-4.2118907,12.091717,Dropout
-6.9494224,27.003736,Dropout
33.04241,-18.351389,Dropout
26.47858,76.140976,Dropout
29.250742,69.646645,Graduate
3.3352823,2.0997164,Dropout
4.488978,52.33566,Graduate
-9.190548,18.209606,Dropout
10.265682,-34.623512,Graduate
32.74164,21.058447,Enrolled
-27.019173,-32.950115,Dropout
-26.1352,-17.807579,Enrolled
-9.194637,-75.8958,Enrolled
7.597044,24.051537,Enrolled
-27.687668,6.7178454,Dropout
-20.126146,-0.898369,Dropout
29.157465,73.17409,Graduate
47.407696,6.920166,Enrolled
9.783896,-1.7383239,Dropout
21.612602,-18.329828,Enrolled
6.8852577,32.661827,Graduate
4.1884403,25.686035,Dropout
58.86401,-42.54257,Enrolled
-11.136813,-46.18254,Graduate
36.78188,-12.706581,Graduate
-26.349749,-21.465727,Enrolled
31.612753,65.94049,Enrolled
-10.237716,-48.311165,Graduate
-15.943401,0.70398635,Dropout
14.3166685,13.411081,Enrolled
-1.0914382,-6.2700877,Graduate
-23.34619,27.976263,Dropout
17.396652,24.213705,Graduate
-41.042286,12.625996,Dropout
31.867935,9.321224,Dropout
18.946157,44.61357,Dropout
-43.579044,59.877205,Graduate
30.058355,21.135237,Graduate
6.486609,-19.806374,Graduate
-52.972744,6.8304014,Graduate
22.57388,-23.984524,Graduate
19.217781,48.069736,Graduate
3.7245324,-3.8510041,Enrolled
-27.497335,26.261856,Dropout
-14.568299,-66.95758,Graduate
-48.071728,23.681385,Graduate
14.991579,9.879821,Graduate
28.205946,62.96879,Dropout
-52.041245,1.1677217,Graduate
-56.79661,1.5340037,Dropout
18.857786,41.108326,Graduate
-2.3430052,-12.549083,Graduate
13.066491,-21.29227,Graduate
-37.3553,61.684307,Enrolled
30.429766,71.16697,Graduate
26.90423,-11.569306,Graduate
-5.8008513,-0.67381704,Dropout
-44.419334,32.860294,Graduate
-48.577763,21.227072,Enrolled
13.823705,44.177876,Enrolled
48.83958,-51.389465,Dropout
-69.23901,-18.576912,Enrolled
-13.370692,16.297716,Graduate
2.8658392,52.98835,Graduate
75.50707,-10.373354,Dropout
-20.796625,12.212082,Dropout
-43.050907,32.294567,Enrolled
-15.020815,20.434874,Graduate
74.17795,-11.209179,Graduate
-15.851026,8.787485,Dropout
1.7193856,59.16713,Graduate
13.946687,39.444374,Dropout
30.659565,35.858105,Graduate
-13.966652,18.758673,Enrolled
-58.49849,45.748447,Dropout
-26.638624,30.187963,Dropout
-39.47548,31.578838,Graduate
10.496308,1.9834546,Dropout
-2.9136271,2.533372,Dropout
-3.3321445,20.17885,Enrolled
12.3562,-14.046818,Graduate
-30.511953,10.72235,Dropout
-22.921328,-4.05529,Graduate
-48.928715,-30.295889,Graduate
74.40117,-12.638981,Dropout
-36.292862,61.06993,Enrolled
47.817013,-14.193012,Graduate
-68.445076,-19.553175,Graduate
22.757105,42.090004,Enrolled
29.583012,4.870134,Graduate
23.064878,79.24055,Enrolled
-22.027214,1.6822536,Dropout
18.50866,-35.464012,Graduate
44.879536,-48.673237,Dropout
-24.236258,49.68538,Dropout
-34.553486,-24.853207,Dropout
-55.52175,45.632446,Dropout
-37.81996,65.25775,Dropout
43.519226,48.078518,Dropout
-0.066231064,32.11507,Dropout
2.8415005,-3.168891,Graduate
-14.805787,-42.53036,Enrolled
2.2863772,36.457783,Dropout
-40.346233,18.92826,Dropout
-73.14293,23.789158,Dropout
-0.09806155,49.1291,Graduate
-2.2260716,49.137897,Graduate
-3.9547627,55.208813,Graduate
34.299667,4.8876133,Graduate
-28.606897,34.695606,Graduate
5.3219805,-36.425198,Graduate
-14.346459,13.399611,Dropout
-29.473263,-10.524746,Enrolled
-14.195403,22.287317,Dropout
47.371307,6.6575365,Graduate
-66.223114,-18.446993,Enrolled
-4.831456,-11.18221,Enrolled
23.279385,-57.424797,Graduate
19.143606,70.97401,Enrolled
25.927216,-55.32745,Enrolled
-14.989929,-77.58736,Graduate
55.345352,-48.576756,Graduate
-27.710009,-31.824236,Graduate
-49.779343,-30.27804,Enrolled
43.40239,47.603848,Dropout
-9.1889925,50.2649,Enrolled
-59.47275,2.9008367,Dropout
-51.881,36.81633,Dropout
-73.39245,23.263634,Dropout
-74.42827,25.668858,Graduate
-50.010277,-49.747498,Graduate
-54.412613,11.0794735,Dropout
-20.718784,30.140497,Enrolled
-26.547651,13.179548,Dropout
-15.767543,20.582384,Enrolled
-10.369354,-44.1779,Graduate
14.295398,12.042857,Enrolled
-31.629465,34.132484,Dropout
-8.878732,-18.587866,Dropout
-9.48591,-42.81582,Graduate
-10.7456455,19.586092,Graduate
-20.71017,-22.158045,Enrolled
23.93427,-17.157614,Enrolled
-5.4789286,2.8810658,Dropout
16.123917,7.3638377,Graduate
26.049728,69.21731,Dropout
-1.3691727,20.27783,Dropout
5.267214,-58.494843,Enrolled
-19.497774,18.930567,Dropout
-26.062422,-22.13796,Enrolled
0.22322807,-0.2739813,Enrolled
-1.9159462,-32.767555,Enrolled
-10.566101,-47.432602,Graduate
19.103645,-40.13559,Dropout
-15.761713,-35.142693,Dropout
-9.695632,23.95104,Graduate
-14.268554,-66.43929,Enrolled
12.757379,-23.060486,Enrolled
29.181334,72.14469,Graduate
-59.96725,3.3188708,Dropout
16.6649,49.714367,Enrolled
48.57595,-40.334473,Graduate
-6.84731,-77.35513,Graduate
-5.6329107,-47.23516,Enrolled
2.3278284,-30.167545,Graduate
-25.467342,-19.957891,Dropout
48.463264,-48.92231,Enrolled
4.3869,-25.754286,Graduate
3.215071,39.01844,Dropout
-43.287033,30.904425,Graduate
-52.18669,10.889778,Dropout
33.275593,7.1003733,Graduate
-23.612894,35.363327,Dropout
73.40594,-11.01878,Dropout
6.5723696,-17.814095,Graduate
11.073693,11.383799,Graduate
28.46395,1.6219058,Graduate
-45.52232,25.266201,Dropout
-45.631496,24.0995,Dropout
6.026165,54.010952,Dropout
-30.792854,27.749086,Dropout
30.285492,-2.2912478,Graduate
23.750519,80.59501,Dropout
13.058285,11.752753,Dropout
-29.678509,3.2660425,Dropout
-53.6105,11.992092,Graduate
-61.610138,4.893988,Dropout
-54.6004,46.924667,Graduate
-3.8490367,50.30657,Enrolled
-42.490307,32.326794,Graduate
-2.9195435,-18.65303,Graduate
-50.863766,21.461304,Graduate
13.6396055,-6.149295,Graduate
8.248213,38.73948,Dropout
35.447178,28.01157,Graduate
21.144003,-59.965786,Graduate
0.4893933,-30.458458,Graduate
57.484947,-44.07673,Graduate
-37.296772,-2.3910449,Graduate
43.79597,-1.0353254,Dropout
-5.799894,18.441776,Dropout
29.332874,-15.473643,Graduate
3.4727366,-22.136404,Graduate
53.25671,-49.473064,Dropout
6.4575768,-23.233208,Graduate
8.622614,-13.86235,Enrolled
40.678413,-14.179733,Graduate
8.860517,42.15836,Enrolled
34.51677,-14.434965,Graduate
27.616114,19.673147,Dropout
32.83677,-4.809131,Graduate
35.153385,17.620876,Graduate
20.704784,11.086082,Enrolled
-14.588946,24.738525,Graduate
-3.3793461,22.599234,Enrolled
18.563057,47.461422,Graduate
38.16253,16.240206,Graduate
12.762331,-4.9243627,Graduate
-5.0945706,-26.50945,Graduate
32.336277,5.165164,Graduate
12.895358,-0.6678982,Enrolled
24.813448,-33.27511,Graduate
21.067484,-65.697464,Graduate
19.392195,72.07368,Dropout
-31.10315,-3.6812973,Graduate
-23.192606,37.50858,Enrolled
27.528084,8.328343,Graduate
23.411146,67.39455,Dropout
19.245066,42.708733,Graduate
18.638817,-56.213512,Graduate
15.075785,1.0660138,Dropout
9.958855,17.672915,Dropout
-74.499405,23.600952,Graduate
23.761084,11.871488,Graduate
-22.597902,-0.92200553,Dropout
-16.04909,-10.455055,Enrolled
11.108728,-1.5624402,Enrolled
-3.6925814,3.1736138,Dropout
16.112612,23.730042,Dropout
34.40818,-24.631392,Graduate
43.750206,18.34917,Graduate
27.683598,0.27077395,Graduate
-22.740166,51.366215,Dropout
-12.053,20.604895,Enrolled
-12.494648,25.43979,Dropout
3.773287,28.346437,Dropout
-18.933657,10.793461,Dropout
-11.097511,-25.186062,Graduate
25.480482,-4.0987387,Enrolled
-22.990747,55.57507,Dropout
-10.4978895,-16.543507,Graduate
-0.07997354,-5.427729,Graduate
2.3101351,26.204424,Dropout
11.398534,-15.891132,Dropout
18.885149,31.181604,Dropout
-9.608206,-26.214163,Graduate
